"Uberstrain","ST_Country","N_human_e.coli_shigella","N_bovine_e.coli_shigella","N_swine_e.coli_shigella","N_poultry_e.coli_shigella","N_dog_e.coli_shigella","N_water_e.coli_shigella","Name.x","Barcode.x","Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status).x","Source Niche.x","Source Type.x","Source Details.x","Collection Year.x","Collection Month.x","Collection Day.x","Collection Time.x","Continent.x","Country.x","Region.x","District.x","City.x","Post Code.x","Latitude.x","Longitude.x","Lab Contact.x","Species.x","Serological Group.x","Serotype.x","EcoR Cluster.x","Path/Nonpath.x","Simple Patho.x","Comment.x","Simple Disease.x","Bio Project ID.x","Project ID.x","Disease.x","Sample ID.x","Secondary Sample ID.x","Date Entered.x","Release Date.x","Differences","ST","ST Complex","Lineage","Subspecies","adk","fumC","gyrB","icd","mdh","purA","recA","is_common_ST","is_common_country","is_bovine","is_swine","is_poultry","is_human","is_human2","is_dog","is_water","is_concerned_host","Name.y","Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status).y","Source Niche.y","Source Type.y","Source Details.y","Collection Year.y","Collection Month.y","Collection Day.y","Collection Time.y","Continent.y","Country.y","Region.y","District.y","City.y","Post Code.y","Latitude.y","Longitude.y","Lab Contact.y","Species.y","Serological Group.y","Serotype.y","EcoR Cluster.y","Path/Nonpath.y","Simple Patho.y","Simple Disease.y","Comment.y","Bio Project ID.y","Project ID.y","Disease.y","Sample ID.y","Secondary Sample ID.y","Date Entered.y","Release Date.y","Barcode.y","Status","Coverage","N50","Length","Contig Number(>=200 bp)","Low Quality Bases","Version","Assembly barcode"
"ESC_DA4450AA","11_Canada",324,221,75,0,0,10,"8368","ESC_DA4450AA","SRR3195847;ILLUMINA;Paired;;SRX1606146;SRA,GCF_001753485;Complete Genome;;;;Complete Genome,SRR4300075;PACBIO_SMRT;Single;;SRX2194625;SRA","Livestock","Bovine","Cattle Hide",2003,9,NA,"","North America","Canada","Alberta","","","",NA,NA,"United State Department of Agriculture","Escherichia coli","","O157:H7","","","","","","PRJNA291880","SRP070986","","SAMN04447624","SRS1315729",2016-07-01,2016-03-29,NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","8368","SRR3195847;ILLUMINA;Paired;;SRX1606146;SRA,GCF_001753485;Complete Genome;;;;Complete Genome,SRR4300075;PACBIO_SMRT;Single;;SRX2194625;SRA","Livestock","Bovine","Cattle Hide",2003,9,NA,NA,"North America","Canada","Alberta","","",NA,NA,NA,"United State Department of Agriculture","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA291880","SRP070986",NA,"SAMN04447624","SRS1315729",2016-07-01,2016-03-29,"ESC_DA4450AA","Assembled",1,5437532,5530258,2,0,NA,"ESC_KA7809AA_AS"
"ESC_DA4452AA","11_Canada",324,221,75,0,0,10,"8106","ESC_DA4452AA","SRR3195845;ILLUMINA;Paired;;SRX1606144;SRA","Livestock","Bovine","Cattle Hide",2003,9,NA,"","North America","Canada","Alberta","","","",NA,NA,"United State Department of Agriculture","Escherichia coli","","O157:H7","","","","","","PRJNA291880","SRP070986","","SAMN04447622","SRS1315732",2016-07-01,2016-03-29,NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","8106","SRR3195845;ILLUMINA;Paired;;SRX1606144;SRA","Livestock","Bovine","Cattle Hide",2003,9,NA,NA,"North America","Canada","Alberta","","",NA,NA,NA,"United State Department of Agriculture","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA291880","SRP070986",NA,"SAMN04447622","SRS1315732",2016-07-01,2016-03-29,"ESC_DA4452AA","Assembled",85,136225,5407723,337,58002,3.41,"ESC_HA6257AA_AS"
"ESC_DA4454AA","11_Canada",324,221,75,0,0,10,"8104","ESC_DA4454AA","SRR3195843;ILLUMINA;Paired;;SRX1606142;SRA","Livestock","Bovine","Cattle Hide",2003,9,NA,"","North America","Canada","Alberta","","","",NA,NA,"United State Department of Agriculture","Escherichia coli","","O157:H7","","","","","","PRJNA291880","SRP070986","","SAMN04447621","SRS1315734",2016-07-01,2016-03-29,NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","8104","SRR3195843;ILLUMINA;Paired;;SRX1606142;SRA","Livestock","Bovine","Cattle Hide",2003,9,NA,NA,"North America","Canada","Alberta","","",NA,NA,NA,"United State Department of Agriculture","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA291880","SRP070986",NA,"SAMN04447621","SRS1315734",2016-07-01,2016-03-29,"ESC_DA4454AA","Assembled",132,98884,5451583,357,88148,3.41,"ESC_HA6255AA_AS"
"ESC_DA4455AA","11_Canada",324,221,75,0,0,10,"8103","ESC_DA4455AA","SRR3195842;ILLUMINA;Paired;;SRX1606141;SRA","Livestock","Bovine","Cattle Hide",2003,9,NA,"","North America","Canada","Alberta","","","",NA,NA,"United State Department of Agriculture","Escherichia coli","","O157:H7","","","","","","PRJNA291880","SRP070986","","SAMN04447620","SRS1315735",2016-07-01,2016-03-29,NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","8103","SRR3195842;ILLUMINA;Paired;;SRX1606141;SRA","Livestock","Bovine","Cattle Hide",2003,9,NA,NA,"North America","Canada","Alberta","","",NA,NA,NA,"United State Department of Agriculture","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA291880","SRP070986",NA,"SAMN04447620","SRS1315735",2016-07-01,2016-03-29,"ESC_DA4455AA","Assembled",98,74020,5452241,366,98377,3.41,"ESC_HA6254AA_AS"
"ESC_DA4457AA","11_Canada",324,221,75,0,0,10,"8377","ESC_DA4457AA","SRR3195840;ILLUMINA;Paired;;SRX1606139;SRA","Livestock","Bovine","Cattle Hide",2003,9,NA,"","North America","Canada","Alberta","","","",NA,NA,"United State Department of Agriculture","Escherichia coli","","O157:H7","","","","","","PRJNA291880","SRP070986","","SAMN04447618","SRS1315711",2016-07-01,2016-03-29,NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","8377","SRR3195840;ILLUMINA;Paired;;SRX1606139;SRA","Livestock","Bovine","Cattle Hide",2003,9,NA,NA,"North America","Canada","Alberta","","",NA,NA,NA,"United State Department of Agriculture","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA291880","SRP070986",NA,"SAMN04447618","SRS1315711",2016-07-01,2016-03-29,"ESC_DA4457AA","Assembled",63,115918,5387468,284,43476,3.41,"ESC_HA6252AA_AS"
"ESC_DA4461AA","11_Canada",324,221,75,0,0,10,"8398","ESC_DA4461AA","SRR3195836;ILLUMINA;Paired;;SRX1606135;SRA","Livestock","Bovine","Cattle Hide",2003,9,NA,"","North America","Canada","Alberta","","","",NA,NA,"United State Department of Agriculture","Escherichia coli","","O157:H7","","","","","","PRJNA291880","SRP070986","","SAMN04447614","SRS1315714",2016-07-01,2016-03-29,NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","8398","SRR3195836;ILLUMINA;Paired;;SRX1606135;SRA","Livestock","Bovine","Cattle Hide",2003,9,NA,NA,"North America","Canada","Alberta","","",NA,NA,NA,"United State Department of Agriculture","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA291880","SRP070986",NA,"SAMN04447614","SRS1315714",2016-07-01,2016-03-29,"ESC_DA4461AA","Assembled",96,112956,5344645,302,67393,3.41,"ESC_HA6248AA_AS"
"ESC_DA4462AA","11_Canada",324,221,75,0,0,10,"8350","ESC_DA4462AA","SRR3195835;ILLUMINA;Paired;;SRX1606134;SRA","Livestock","Bovine","Cattle Hide",2003,9,NA,"","North America","Canada","Alberta","","","",NA,NA,"United State Department of Agriculture","Escherichia coli","","O157:H7","","","","","","PRJNA291880","SRP070986","","SAMN04447613","SRS1315716",2016-07-01,2016-03-29,NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","8350","SRR3195835;ILLUMINA;Paired;;SRX1606134;SRA","Livestock","Bovine","Cattle Hide",2003,9,NA,NA,"North America","Canada","Alberta","","",NA,NA,NA,"United State Department of Agriculture","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA291880","SRP070986",NA,"SAMN04447613","SRS1315716",2016-07-01,2016-03-29,"ESC_DA4462AA","Assembled",101,135933,5399018,262,28766,3.41,"ESC_HA6247AA_AS"
"ESC_DA4463AA","11_Canada",324,221,75,0,0,10,"8339","ESC_DA4463AA","SRR3195834;ILLUMINA;Paired;;SRX1606133;SRA","Livestock","Bovine","Cattle Hide",2003,9,NA,"","North America","Canada","Alberta","","","",NA,NA,"United State Department of Agriculture","Escherichia coli","","O157:H7","","","","","","PRJNA291880","SRP070986","","SAMN04447612","SRS1315717",2016-07-01,2016-03-29,NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","8339","SRR3195834;ILLUMINA;Paired;;SRX1606133;SRA","Livestock","Bovine","Cattle Hide",2003,9,NA,NA,"North America","Canada","Alberta","","",NA,NA,NA,"United State Department of Agriculture","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA291880","SRP070986",NA,"SAMN04447612","SRS1315717",2016-07-01,2016-03-29,"ESC_DA4463AA","Assembled",72,105516,5413267,300,38911,3.41,"ESC_HA6246AA_AS"
"ESC_DA4465AA","11_Canada",324,221,75,0,0,10,"8337","ESC_DA4465AA","SRR3195832;ILLUMINA;Paired;;SRX1606131;SRA","Livestock","Bovine","Cattle Hide",2003,9,NA,"","North America","Canada","Alberta","","","",NA,NA,"United State Department of Agriculture","Escherichia coli","","O157:H7","","","","","","PRJNA291880","SRP070986","","SAMN04447611","SRS1315719",2016-07-01,2016-03-29,NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","8337","SRR3195832;ILLUMINA;Paired;;SRX1606131;SRA","Livestock","Bovine","Cattle Hide",2003,9,NA,NA,"North America","Canada","Alberta","","",NA,NA,NA,"United State Department of Agriculture","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA291880","SRP070986",NA,"SAMN04447611","SRS1315719",2016-07-01,2016-03-29,"ESC_DA4465AA","Assembled",61,145051,5404951,279,25004,3.41,"ESC_HA6244AA_AS"
"ESC_DA4466AA","11_Canada",324,221,75,0,0,10,"8335","ESC_DA4466AA","SRR3195831;ILLUMINA;Paired;;SRX1606130;SRA","Livestock","Bovine","Cattle Hide",2003,9,NA,"","North America","Canada","Alberta","","","",NA,NA,"United State Department of Agriculture","Escherichia coli","","O157:H7","","","","","","PRJNA291880","SRP070986","","SAMN04447610","SRS1315720",2016-07-01,2016-03-29,NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","8335","SRR3195831;ILLUMINA;Paired;;SRX1606130;SRA","Livestock","Bovine","Cattle Hide",2003,9,NA,NA,"North America","Canada","Alberta","","",NA,NA,NA,"United State Department of Agriculture","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA291880","SRP070986",NA,"SAMN04447610","SRS1315720",2016-07-01,2016-03-29,"ESC_DA4466AA","Assembled",62,92366,5398210,350,71824,3.41,"ESC_HA6243AA_AS"
